"","feature","EM_ClimatePriorityArea_o2os_585","EM_ClimatePriorityArea_phos_585","EM_ClimatePriorityArea_tos_585","EM_ClimatePriorityArea_CombinedMetric_585","EM_ClimatePriorityArea_MHW_585","EM_ClimatePriorityArea_velocity_585"
"19","Acanthastrea_echinata",42.5469483568075,35.2699530516432,37.7347417840376,40.0821596244131,37.0305164319249,36.6784037558685
"20","Acanthastrea_ishigakiensis",40.280701754386,35.3684210526316,37.4035087719298,35.4385964912281,37.2631578947368,37.1929824561403
"21","Acanthaxius_miyazakiensis",38.7835186396337,35.0555918901243,36.6906474820144,36.75604970569,38.1294964028777,38.6527141922825
"22","Acanthaxius_spinosissimus",43.1211498973306,36.652977412731,34.1889117043121,42.8131416837782,35.1129363449692,32.9568788501027
"23","Acanthella_cavernosa",40.2905198776758,35.9327217125382,37.6911314984709,36.085626911315,37.6911314984709,38.0733944954128
"24","Acanthella_costata",40.2625820568928,38.074398249453,37.417943107221,34.7921225382932,37.199124726477,37.308533916849
"25","Acanthephyra_eximia",34.910277324633,31.2220724874105,33.5910348251649,34.5485495425207,31.6121710759628,31.5908929711327
"26","Acanthephyra_quadrispinosa",35.3286384976526,32.472613458529,34.9374021909233,33.9201877934272,35.3677621283255,34.3114241001565
"27","Acanthephyra_smithi",30.0503070691232,32.5558604468836,30.2822422579381,30.1940415523324,30.6579119299621,30.4292434339475
"28","Acanthochaetetes_wellsi",37.9186602870813,37.799043062201,37.799043062201,33.133971291866,34.4497607655502,38.8755980861244
"29","Acanthocybium_solandri",31.640976428957,32.402686978948,31.0382054819169,32.1327895399748,30.1325496311402,30.0485815390152
"30","Acanthodendrilla_australis",33.5051546391753,40.7216494845361,39.1752577319588,34.5360824742268,31.4432989690722,46.9072164948454
"31","Acanthogorgia_spinosa",40.1709401709402,37.1794871794872,42.3076923076923,34.6153846153846,38.4615384615385,44.8717948717949
"32","Acanthophora_spicifera",42.7251732101617,35.161662817552,38.4526558891455,40.6466512702078,37.29792147806,36.7782909930716
"33","Acanthopleura_gemmata",44.8508180943215,35.4186717998075,38.88354186718,44.3695861405197,38.9797882579403,37.4398460057748
"34","Acanthopleura_spinosa",40.3550295857988,35.8579881656805,35.8579881656805,35.6213017751479,37.5147928994083,34.0828402366864
"35","Acanthosphex_leurynnis",41.5094339622642,35.377358490566,39.0566037735849,37.1698113207547,38.2075471698113,34.811320754717
"36","Acanthosquilla_derijardi",39.428263214671,34.8435814455232,36.5695792880259,36.7853290183387,37.4865156418554,37.2707659115426
"37","Acanthosquilla_multifasciata",40.7547169811321,34.4339622641509,36.7452830188679,39.7169811320755,37.7358490566038,37.6415094339623
"38","Acanthurus_achilles",42.512077294686,37.1175523349436,37.2785829307568,40.0966183574879,36.7149758454106,38.4057971014493
"39","Acanthurus_albipectoralis",42.9175475687104,37.2093023255814,41.4376321353066,34.46088794926,42.0718816067653,47.3572938689218
"40","Acanthurus_auranticavus",39.7280966767372,35.8761329305136,36.631419939577,34.5921450151057,37.8398791540785,37.3111782477341
"41","Acanthurus_blochii",39.8785425101215,36.302294197031,37.6518218623482,35.357624831309,38.3940620782726,38.663967611336
"42","Acanthurus_dussumieri",39.2112676056338,35.3239436619718,37.7464788732394,35.2112676056338,37.8591549295775,38.0845070422535
"43","Acanthurus_fowleri",41.3990825688073,34.5183486238532,37.9587155963303,36.3532110091743,38.9908256880734,34.6330275229358
"44","Acanthurus_grammoptilus",46.5,38,39,34,41,42
"45","Acanthurus_guttatus",38.7878787878788,36.2962962962963,36.969696969697,36.4983164983165,37.3063973063973,37.2390572390572
"46","Acanthurus_japonicus",42.1971252566735,35.9342915811088,40.041067761807,38.0903490759754,38.911704312115,35.7289527720739
"47","Acanthurus_leucopareius",39.7090909090909,36.8727272727273,35.4181818181818,37.4545454545455,35.5636363636364,38.2545454545455
"48","Acanthurus_lineatus",42.1780986762936,35.1985559566787,37.3044524669073,39.9518652226233,37.1841155234657,37.0637785800241
"49","Acanthurus_maculiceps",38.6576040781648,35.429056924384,36.3636363636364,35.089209855565,35.6839422259983,36.6185216652506
"50","Acanthurus_mata",41.1731528482798,34.6305696559504,36.9994359842076,39.0862944162437,37.3942470389171,36.9994359842076
"51","Acanthurus_nigricans",40.3351955307263,34.7486033519553,36.7039106145251,38.3240223463687,37.3743016759777,36.5921787709497
"52","Acanthurus_nigricauda",39.3711551606288,36.431989063568,36.9788106630212,34.9965823650034,37.9357484620643,37.9357484620643
"53","Acanthurus_nigrofuscus",42.3366107576634,35.0491613649508,38.1145170618855,40.427993059572,37.3626373626374,37.0734528629266
"54","Acanthurus_nigroris",38.5582010582011,36.1111111111111,36.2433862433862,33.8624338624339,36.2433862433862,37.2354497354497
"55","Acanthurus_nubilus",41.7797069994574,34.7259902333152,37.4932175800326,38.903960933261,37.4932175800326,36.8421052631579
"56","Acanthurus_olivaceus",39.1696750902527,35.7400722021661,37.7256317689531,35.0782190132371,37.6654632972323,37.8459687123947
"57","Acanthurus_pyroferus",39.8109864146486,35.3219137625517,36.2079149438866,37.5664500886001,37.3892498523331,36.8576491435322
"58","Acanthurus_thompsoni",38.6585365853659,35.2439024390244,36.7073170731707,33.9634146341463,36.890243902439,37.5609756097561
"59","Acanthurus_triostegus",41.7870518994114,34.7779561262707,37.8277153558052,39.5933654360621,37.0251471375067,36.5971107544141
"60","Acanthurus_xanthopterus",41.9389394750937,34.7616497054097,37.868237814676,39.7429030530262,37.1719335832887,36.9041242635244
"61","Acar_domingensis",39.1841779975278,34.0543881334982,36.7737948084054,34.9196538936959,36.2793572311496,36.8974042027194
"62","Acar_plicata",41.8436043500777,34.4381149663387,37.1828068358364,39.7721387881926,37.027446918695,36.9756602796478
"63","Acarnus_caledoniensis",32.4786324786325,41.025641025641,32.4786324786325,32.4786324786325,31.6239316239316,49.5726495726496
"64","Acartia_danae",50.2906976744186,33.1395348837209,42.4418604651163,35.4651162790698,41.2790697674419,38.0813953488372
"65","Acartia_negligens",100,50,50,100,100,100
"66","Acasta_conica",42,37.25,37.375,37.125,40.875,36.375
"67","Acasta_cyathus",43.0419037765132,34.971546818417,37.9720641489912,39.4723228142783,37.8168649767201,37.8685980341438
"68","Acasta_echinata",40.8057851239669,33.7809917355372,38.3264462809917,37.2933884297521,38.3264462809917,34.297520661157
"69","Acasta_fenestrata",41.0612244897959,35.5102040816327,38.3673469387755,36,37.8775510204082,36.4897959183673
"70","Acasta_japonica",39.9272727272727,34.3272727272727,38.6181818181818,37.8181818181818,39.6363636363636,36.2181818181818
"71","Acasta_purpurata",41.8312387791741,38.9587073608618,37.5224416517056,36.2657091561939,37.5224416517056,37.7019748653501
"72","Acaudina_molpadioides",40.5772495755518,35.6536502546689,37.1816638370119,36.8421052631579,39.2190152801358,35.4838709677419
"73","Accalathura_themeda",43.4262948207171,36.6533864541833,43.4262948207171,36.2549800796813,38.6454183266932,49.003984063745
"74","Acentrogobius_janthinopterus",42.1480144404332,36.0108303249097,38.5379061371841,37.3646209386282,38.9891696750903,36.7328519855596
"75","Acentrogobius_moloanus",42.1686746987952,36.144578313253,38.6468952734013,37.6274328081557,39.2956441149212,36.7006487488415
"76","Acentrogobius_nebulosus",41.8388429752066,36.5702479338843,39.5661157024793,37.2933884297521,38.0165289256198,36.4669421487603
"77","Acentrogobius_suluensis",41.3160733549083,34.8435814455232,39.697950377562,37.0010787486516,38.6192017259978,36.7853290183387
"78","Acentronura_breviperula",39.8809523809524,35.4166666666667,37.4255952380952,35.7886904761905,37.4255952380952,37.4255952380952
"79","Acesta_rathbuni",40.536013400335,35.3433835845896,37.2696817420436,36.6834170854271,39.3634840871022,36.3484087102178
"80","Achaeus_curvirostris",40.807651434644,35.2816153028693,36.4505844845909,36.663124335813,39.5324123273114,34.643995749203
"81","Achaeus_lacertosus",41.5625,36.3541666666667,38.9583333333333,36.6666666666667,39.1666666666667,36.25
"82","Achelia_assimilis",41.1294352823588,34.8325837081459,37.2313843078461,40.9295352323838,37.3313343328336,36.7316341829085
"83","Achelia_besnardi",39.850869925435,35.4598177299089,36.9511184755592,35.2941176470588,37.6967688483844,36.7025683512842
"84","Achelia_nana",38.2603406326034,34.9756690997567,36.4355231143552,35.5231143552311,35.6447688564477,36.8613138686131
"85","Achelia_sawayai",41.9027258150722,34.5269909139498,37.3597006948156,39.3907001603421,36.6648850881881,36.6114377338322
"86","Aciculites_orientalis",38.5245901639344,36.577868852459,38.5245901639344,34.7336065573771,35.5532786885246,41.1885245901639
"87","Aciculites_tulearensis",40.1420959147425,34.7246891651865,36.4120781527531,34.9023090586146,38.1882770870337,34.4582593250444
"88","Acoetes_pacifica",57.2307692307692,40.6153846153846,37.8461538461538,64,39.6923076923077,37.8461538461538
"89","Acreichthys_radiatus",40.1278409090909,35.4403409090909,37.4289772727273,35.7954545454545,37.2159090909091,37.4289772727273
"90","Acreichthys_tomentosus",41.9415645617342,35.8152686145146,39.0197926484449,36.4750235626767,38.737040527804,36.569274269557
"91","Acrocalanus_gibber",37.8856853818918,33.889731917046,36.4188163884674,35.8118361153263,37.5316135558928,36.7223065250379
"92","Acropoma_japonicum",39.8042414355628,35.8075040783034,38.6623164763458,38.4991843393148,40.5383360522023,38.4176182707993
"93","Acropoma_lecorneti",36.096537250787,33.0010493179433,34.8898216159496,33.5781741867786,37.9853095487933,37.7229800629591
"94","Acropora_abrotanoides",42.4763033175355,35.0710900473934,37.5,40.2843601895735,37.2630331753554,37.085308056872
"95","Acropora_aculeus",40.4211956521739,36.0054347826087,38.7228260869565,35.8695652173913,38.2472826086957,37.9755434782609
"96","Acropora_anthocercis",40.1438848920863,36.2589928057554,37.9136690647482,35.7553956834532,38.2014388489209,38.705035971223
"97","Acropora_aspera",39.4666666666667,35.4666666666667,37.4,35.0666666666667,37.5333333333333,37.2666666666667
"98","Acropora_austera",42.6453143534994,35.2906287069988,38.1969157769869,40.5100830367734,37.3665480427046,37.0106761565836
"99","Acropora_carduus",41.5688696726374,35.3922174181594,36.1951822112415,39.2217418159358,37.1216800494132,36.5040148239654
"100","Acropora_cerealis",40.3473613894456,36.2057448229793,38.0761523046092,35.7381429525718,38.0761523046092,38.4769539078156
"101","Acropora_chesterfieldensis",39.2762577228597,36.9814651368049,35.8340688437776,34.77493380406,35.5692850838482,37.3345101500441
"102","Acropora_clathrata",42.5571340333539,35.206917850525,37.183446571958,40.271772699197,37.3069796170476,37.183446571958
"103","Acropora_cytherea",42.3258559622196,35.2420306965762,37.603305785124,40.3778040141677,37.3671782762692,37.012987012987
"104","Acropora_danai",41.5117719950434,35.5018587360595,37.6703841387856,40.3965303593556,37.6084262701363,37.2986369268897
"105","Acropora_dendrum",40.5103668261563,36.2041467304625,37.799043062201,35.9649122807018,37.6395534290271,38.0382775119617
"106","Acropora_digitifera",42.6682692307692,35.0961538461538,37.9807692307692,40.5048076923077,37.0793269230769,37.0793269230769
"107","Acropora_divaricata",41.5807560137457,35.9106529209622,38.3161512027491,36.5979381443299,38.4879725085911,37.1134020618557
"108","Acropora_donei",40.282131661442,35.7366771159875,37.4608150470219,35.7366771159875,37.6175548589342,37.7742946708464
"109","Acropora_echinata",40.9322033898305,35.2542372881356,37.8813559322034,35.6779661016949,37.8813559322034,37.0338983050847
"110","Acropora_efflorescens",41.6523235800344,35.6282271944923,37.6075731497418,36.4888123924269,37.7796901893287,36.9191049913941
"111","Acropora_elseyi",42.5790754257908,34.8540145985401,37.4695863746959,40.2676399026764,36.9829683698297,36.9829683698297
"112","Acropora_exquisita",40.1676829268293,35.8231707317073,37.2713414634146,35.5182926829268,38.109756097561,37.6524390243902
"113","Acropora_florida",40.2872260015117,35.7520786092215,37.7928949357521,35.9032501889645,37.7173091458806,37.6417233560091
"114","Acropora_formosa",42.6865671641791,35.1044776119403,37.6716417910448,40.3582089552239,37.1940298507463,36.7761194029851
"115","Acropora_gemmifera",41.7531718569781,35.1787773933103,37.2549019607843,39.6193771626298,36.9665513264129,36.9088811995386
"116","Acropora_glauca",43.5699226985242,35.5586788475053,38.0182712579058,42.0238931834153,37.3858046380885,36.6830639494027
"117","Acropora_globiceps",42.1789409616555,35.0578210590383,37.7967133292757,40.0486914181376,37.492391965916,37.0663420572124
"118","Acropora_grandis",40.3417533432392,35.8841010401189,38.1872213967311,36.3298662704309,37.667161961367,38.3358098068351
"119","Acropora_granulosa",42.0549581839904,35.3046594982079,37.1565113500597,39.9044205495818,37.1565113500597,36.857825567503
"120","Acropora_halmaherae",38.75,33.4090909090909,35.9090909090909,35.7954545454545,37.5,33.9772727272727
"121","Acropora_horrida",42.741935483871,35.6182795698925,37.5672043010753,41.1290322580645,36.8279569892473,37.1639784946237
"122","Acropora_humilis",42.2661870503597,35.1918465227818,37.4700239808153,40.1678657074341,37.410071942446,36.9304556354916
"123","Acropora_hyacinthus",41.963260619977,34.9598163030999,37.1986222732491,39.609644087256,36.7393800229621,36.6819747416762
"124","Acropora_inermis",42.2873900293255,35.0146627565982,37.8299120234604,40.4105571847507,37.2434017595308,36.6568914956012
"125","Acropora_insignis",40.4109589041096,35.3881278538813,38.1278538812785,36.0730593607306,37.6712328767123,37.5190258751903
"126","Acropora_intermedia",42.5949367088608,35.253164556962,37.2784810126582,40.379746835443,37.2151898734177,37.2784810126582
"127","Acropora_kirstyae",40.0787401574803,35.9842519685039,37.3228346456693,35.8267716535433,38.0314960629921,37.7952755905512
"128","Acropora_latistella",42.831541218638,35.1254480286738,38.1720430107527,40.621266427718,37.2162485065711,36.9772998805257
"129","Acropora_listeri",42.4242424242424,35.2941176470588,37.4925727866904,40.2257872846108,37.3143196672608,37.0172311348782
"130","Acropora_longicyathus",41.1581569115816,35.1183063511831,36.9240348692403,39.041095890411,37.6712328767123,37.2976338729763
"131","Acropora_loripes",42.4682395644283,35.0877192982456,37.5680580762251,40.4113732607381,37.0840895341803,36.8421052631579
"132","Acropora_lovelli",39.0387858347386,36.7622259696459,36.5935919055649,34.9072512647555,35.5817875210793,37.6053962900506
"133","Acropora_lutkeni",42.3122765196663,35.2205005959476,37.3659117997616,40.2264600715137,37.3659117997616,37.0083432657926
"134","Acropora_macrostoma",39.3963463065925,36.219221604448,36.5369340746624,34.7895154884829,36.6957903097697,36.7752184273233
"135","Acropora_microclados",40.4975812024879,35.8673116793366,37.8023496890117,35.3835521769178,38.0096751900484,38.2861091914305
"136","Acropora_microphthalma",42.5983760149906,35.3529044347283,37.5390381011868,40.2248594628357,37.4765771392879,37.1642723297939
"137","Acropora_millepora",41.2875536480687,35.9656652360515,38.1115879828326,36.137339055794,38.2832618025751,37.1673819742489
"138","Acropora_monticulosa",40.0149031296572,35.618479880775,37.4813710879285,35.8420268256334,37.7049180327869,37.779433681073
"139","Acropora_muricata",41.421568627451,35.5392156862745,37.9084967320261,36.5196078431373,37.9084967320261,36.7647058823529
"140","Acropora_nasuta",42.3957721667645,35.3493834409865,37.9917792131533,40.4580152671756,37.3458602466236,37.1697005284792
"141","Acropora_nobilis",42.4852071005917,35.2662721893491,37.6923076923077,40.2958579881657,37.396449704142,36.9230769230769
"142","Acropora_palmerae",40.2834008097166,35.6950067476383,38.1241565452092,35.6950067476383,37.7867746288799,37.9217273954116
"143","Acropora_paniculata",40.2579769178547,36.1167684996606,38.0176510522743,35.7094365241005,38.153428377461,38.560760353021
"144","Acropora_parilis",40.1365705614568,35.7359635811836,38.2397572078907,35.8118361153263,37.7845220030349,37.4810318664643
"145","Acropora_polystoma",40.0160384923817,35.7658380112269,37.2093023255814,35.6054530874098,37.6904570970329,37.3696872493986
"146","Acropora_prostrata",40.2935290193462,35.6904603068712,38.2254836557705,35.7571714476318,37.891927951968,37.6917945296865
"147","Acropora_pulchra",42.3657211828606,35.1840675920338,37.4773687386844,40.132770066385,37.0549185274593,37.0549185274593
"148","Acropora_rambleri",40.746500777605,36.0031104199067,37.6360808709176,36.0031104199067,37.1695178849145,37.8693623639191
"149","Acropora_retusa",41.0847880299252,35.0374064837905,37.2817955112219,40.2743142144638,36.9077306733167,36.783042394015
"150","Acropora_robusta",42.6219512195122,35.1829268292683,37.3170731707317,40.3048780487805,37.0121951219512,37.0731707317073
"151","Acropora_rosaria",40.7488986784141,36.1233480176211,38.2525697503671,36.1967694566814,37.8120411160059,38.7665198237885
"152","Acropora_samoensis",42.5760286225402,35.1818723911747,38.1037567084079,40.5485986881336,37.2689326177698,37.0900417412045
"153","Acropora_sarmentosa",42.5637834474175,35.2209085252022,37.025513378967,40.0746733042937,37.3988799004356,37.3366521468575
"154","Acropora_secale",42.2686945500634,35.171102661597,37.1356147021546,39.9873257287706,37.1356147021546,37.0088719898606
"155","Acropora_selago",40.3373155305692,35.9100491918482,37.8074490513001,35.4181307097681,38.158819395643,38.5101897399859
"156","Acropora_solitaryensis",41.907261592301,36.2204724409449,39.1076115485564,37.4453193350831,38.9326334208224,37.095363079615
"157","Acropora_spathulata",39.8576512455516,36.5361803084223,36.417556346382,36.061684460261,38.5527876631079,34.638196915777
"158","Acropora_speciosa",42.8203477141017,35.2865421764327,36.9607211848036,39.9227301996136,37.0895041854475,36.9607211848036
"159","Acropora_spicifera",41.5329768270945,36.4527629233512,38.7700534759358,37.0766488413547,38.9483065953654,37.2549019607843
"160","Acropora_subglabra",41.651376146789,35.8715596330275,38.348623853211,36.3302752293578,38.256880733945,37.0642201834862
"161","Acropora_subulata",42.6461538461538,35.2615384615385,37.3538461538462,40.2461538461538,37.4769230769231,37.1076923076923
"162","Acropora_tenella",39.5894428152493,34.6041055718475,36.950146627566,35.3372434017595,37.0234604105572,36.58357771261
"163","Acropora_tenuis",42.6851294400963,35.2799518362432,37.9891631547261,40.5177603853101,37.0860927152318,37.0258880192655
"164","Acropora_teres",39.9041752224504,35.9342915811088,38.466803559206,35.6605065023956,38.0561259411362,37.9876796714579
"165","Acropora_valenciennesi",41.0130718954248,36.5196078431373,39.1339869281046,36.8464052287582,38.2352941176471,37.5
"166","Acropora_valida",42.233560090703,35.0340136054422,37.9818594104308,40.0793650793651,37.1315192743764,36.6780045351474
"167","Acropora_vaughani",42.8923076923077,35.2,38.0923076923077,40.4923076923077,37.6,37.1692307692308
"168","Acropora_verweyi",41.90800681431,35.0369108461102,37.3651334469052,39.9204997160704,37.1947756956275,36.9108461101647
"169","Acropora_willisae",41.0596026490066,35.9271523178808,37.7483443708609,36.4238410596026,37.9966887417219,37.1688741721854
"170","Acropora_yongei",41.7414721723519,36.2657091561939,38.8689407540395,37.2531418312388,38.689407540395,37.2531418312388
"171","Acrosterigma_dianthinum",38.4881708020773,33.9873052510098,36.5839584535488,35.7761107905366,36.5262550490479,37.7957299480669
"172","Acrosterigma_hobbsae",37.7586206896552,33.9655172413793,35.3448275862069,34.7701149425287,35.9195402298851,36.3793103448276
"173","Acrosterigma_maculosum",41.2745098039216,35.6862745098039,38.1372549019608,37.156862745098,38.6274509803922,34.8039215686275
"174","Acrosterigma_profundum",38.3734249713631,36.7697594501718,37.2279495990836,32.9896907216495,32.8751431844215,40.3207331042383
"175","Acrosterigma_punctolineatum",38.6721025043681,34.1875364006989,36.5171811298777,35.7600465928946,36.924868957484,37.798485730926
"176","Acrosterigma_selene",34.2205323193916,38.0228136882129,38.0228136882129,33.4600760456274,33.4600760456274,43.3460076045627
"177","Acrosterigma_simplex",38.9423076923077,34.1947115384615,37.0793269230769,35.9375,36.8990384615385,38.1009615384615
"178","Acrosterigma_transcendens",42.7688504326329,35.2286773794808,37.4536464771323,40.1730531520396,37.1446229913473,37.0828182941904
"179","Acrosterigma_unicolor",42.4679487179487,39.2628205128205,37.9807692307692,33.4935897435897,38.6217948717949,38.1410256410256
"180","Acryptolaria_conferta",57.6517150395778,38.2585751978892,44.1952506596306,63.5883905013193,32.9815303430079,34.0369393139842
"181","Actaea_polyacantha",43.7086092715232,34.5842531272995,37.4540103016924,42.457689477557,37.7483443708609,35.3200883002208
"182","Actaeodes_consobrinus",43.6651583710407,35.0678733031674,37.7073906485671,42.4585218702866,37.7073906485671,35.5957767722474
"183","Actaeodes_hirsutissimus",41.9588202559822,34.3906510851419,37.1174179187535,39.7885364496383,36.7835281023929,36.282693377852
"184","Actaeodes_tomentosus",41.9089413055403,34.7229840921558,37.0817334064728,39.7147558968733,37.1914426769062,36.5331870543061
"185","Actaeomorpha_erosa",40.1851851851852,35.4320987654321,35.8024691358025,38.5802469135802,36.7283950617284,37.0987654320988
"186","Acteocina_lepta",56.7237163814181,38.3863080684597,42.2982885085575,58.9242053789731,42.5427872860636,39.8533007334963
"187","Actinodendron_plumosum",44.2700156985871,40.0313971742543,40.1883830455259,36.2637362637363,38.3045525902669,39.0894819466248
"188","Actinopyga_caerulea",39.7465437788018,35.1382488479263,36.2903225806452,36.1751152073733,37.0967741935484,33.7557603686636
"189","Actinopyga_capillata",39.3265993265993,34.7474747474747,37.2390572390572,35.4208754208754,36.6329966329966,36.9023569023569
"190","Actinopyga_crassa",40.197461212976,35.8956276445698,37.5881523272214,35.5430183356841,37.87023977433,38.0818053596615
"191","Actinopyga_echinites",42.5848719475878,35.3186420488386,37.4627754615843,40.0833829660512,37.4627754615843,36.986301369863
"192","Actinopyga_lecanora",40.159767610748,35.7298474945534,37.6180101670298,35.8024691358025,37.4001452432825,37.5453885257807
"193","Actinopyga_mauritiana",42.5014819205691,35.1511558980439,37.4629519857736,40.1896858328394,37.2851215174867,36.9887374036752
"194","Actinopyga_miliaris",40.3846153846154,35.2810650887574,37.2041420118343,36.094674556213,36.8343195266272,37.8698224852071
"195","Actinopyga_palauensis",40.2126328955597,36.0225140712946,37.2732958098812,36.7104440275172,38.0863039399625,37.6485303314572
"196","Actinopyga_spinea",39.2201834862385,39.7935779816514,37.6146788990826,34.2889908256881,36.697247706422,40.1376146788991
"197","Actinopyga_varians",42.2147651006711,36.4429530201342,36.510067114094,39.7315436241611,35.8389261744966,36.8456375838926
"198","Actinotrichia_fragilis",39.4165535956581,35.0746268656716,37.3812754409769,35.4138398914518,36.7706919945726,37.0420624151967
"199","Actumnus_setifer",41.9389978213508,36.7102396514161,38.1263616557734,36.4923747276688,38.562091503268,36.4923747276688
"200","Aega_alazon",35.5140186915888,41.1214953271028,37.3831775700935,32.9439252336449,35.2803738317757,45.5607476635514
"201","Aega_excisa",45.0586264656616,34.6733668341709,38.6934673366834,39.1959798994975,41.0385259631491,37.6884422110553
"202","Aega_vigilans",41.6909620991254,40.8163265306122,35.2769679300292,30.6122448979592,38.4839650145773,39.9416909620991
"203","Aegaeon_lacazei",39.8823529411765,34.6274509803922,36.5098039215686,39.5294117647059,37.2156862745098,37.4901960784314
"204","Aegaeon_rathbuni",38.3707651313285,34.1073467834031,35.0209364293871,38.1423677198325,36.9623144271032,36.9242481918538
"205","Aegina_citrea",36.5904850746269,32.3460820895522,34.4682835820896,36.6837686567164,34.2117537313433,34.2817164179104
"206","Aeginura_grimaldii",36.9731800766284,32.27969348659,34.6024904214559,36.9731800766284,34.4827586206897,34.4109195402299
"207","Aegires_exeches",41.9851682829435,34.5122646891044,37.0792926411865,39.7033656588705,36.8511123787792,36.7370222475756
"208","Aegisthus_mucronatus",30.3744248770427,30.1205775027765,30.3783912422656,30.7591623036649,30.4815167380612,30.5013485641758
"209","Aenigmathura_calliandra",30.4964539007092,38.2978723404255,37.5886524822695,30.4964539007092,31.2056737588652,47.5177304964539
"210","Aequorea_globosa",49.3589743589744,44.8717948717949,45.5128205128205,45.5128205128205,42.9487179487179,41.6666666666667
"211","Aesopia_cornuta",41.8906394810009,34.8470806302132,39.2029657089898,37.4420759962929,38.9249304911956,35.2177942539388
"212","Aesopus_clausiliformis",39.2261001517451,35.5083459787557,37.7086494688923,35.8877086494689,37.6327769347496,37.7845220030349
"213","Aethaloperca_rogaa",40.7497962510187,35.6153219233904,37.8158109209454,36.4303178484108,38.0603096984515,35.7783211083945
"214","Aethra_edentata",42.1715656868626,35.3929214157169,37.1325734853029,40.3119376124775,37.252549490102,36.8326334733053
"215","Aethra_scruposa",41.9838523644752,35.2941176470588,37.2549019607843,39.8500576701269,37.19723183391,36.9665513264129
"216","Aetideus_giesbrechti",100,50,50,100,100,100
"217","Aetobatus_flagellum",41.2264150943396,35.188679245283,38.8679245283019,37.0754716981132,38.3962264150943,34.7169811320755
"218","Aetobatus_narinari",39.7005988023952,35.6287425149701,38.1437125748503,35.4491017964072,37.9041916167665,37.8443113772455
"219","Aetobatus_ocellatus",41.9354838709677,34.6637506834336,37.6708583925642,40.0765445598688,37.2334609075998,36.6320393657736
"220","Afrocardium_exochum",35.8024691358025,33.0864197530864,34.238683127572,36.2962962962963,36.8724279835391,34.238683127572
"221","Afrocardium_infantile",39.4241417497231,32.0044296788483,35.8803986710963,36.8770764119601,37.7630121816168,33.6655592469546
"222","Afrocardium_richardi",40.8018867924528,34.1037735849057,36.5094339622641,39.5754716981132,36.6037735849057,36.7924528301887
"223","Agalma_elegans",45.3952139231327,36.1856417693981,38.1435823060188,42.2770123277737,37.6359680928209,40.2465554749819
"224","Agalma_okeni",41.6543574593796,34.219596258001,36.7799113737075,39.4879369768587,36.7799113737075,36.1890694239291
"225","Agelas_ceylonica",39.0728476821192,36.802270577105,35.5723746452223,34.247871333964,35.19394512772,36.7076631977294
"226","Agelas_clathrodes",38.5012919896641,36.1757105943152,35.8311800172265,33.161068044789,34.625322997416,36.4341085271318
