"","feature","EM_Percentile_velocity_585","EM_Percentile_o2os_585","EM_Percentile_phos_585","EM_Percentile_tos_585"
"2687","Diplosoma_macdonaldi",73.7573099415205,74.2690058479532,84.1374269005848,69.8830409356725
"2688","Diplosoma_redika",70.1520912547528,70.1520912547528,81.3688212927757,55.1330798479088
"2689","Diplosoma_versicolor",72.2660653889515,72.3788049605412,85.2311161217587,64.2615558060879
"2690","Diplosoma_virens",73.3681462140992,75.0217580504787,84.9434290687554,68.8424717145344
"2691","Diplospinus_multistriatus",71.6449305847707,72.0235591081195,78.4602440050484,69.2890197728229
"2692","Dipolydora_armata",69.3251533742331,70.4754601226994,83.7423312883436,65.0306748466258
"2693","Dipsastraea_amicorum",70.8677685950413,70.1446280991736,83.3677685950413,63.1198347107438
"2694","Dipsastraea_pallida",74.0077821011673,74.0856031128405,84.591439688716,69.1828793774319
"2695","Diretmichthys_parini",51.1629130709324,47.1427067985687,78.5203115133656,48.7844664281204
"2696","Diretmoides_pauciradiatus",51.2766668257529,52.4507230468191,69.8897532572901,53.0472963298812
"2697","Diretmus_argenteus",51.2450730350104,51.8803616971945,70.2341757477394,52.8912589844656
"2698","Dischides_dichelum",88.8888888888889,86.0082304526749,90.7407407407407,82.7160493827161
"2699","Dischides_prionotus",70.9150326797386,72.4673202614379,84.8039215686274,66.3398692810458
"2700","Dischides_viperidens",84.4827586206897,74.1379310344828,89.6551724137931,68.9655172413793
"2701","Dischides_yateensis",87.5389408099688,81.3084112149533,90.0311526479751,78.1931464174455
"2702","Dischistodus_melanotus",68.4065934065934,66.7582417582418,81.7307692307692,58.6538461538462
"2703","Dischistodus_prosopotaenia",68.1058495821727,66.5738161559889,81.6155988857939,58.9136490250696
"2704","Discodermia_panoplia",65.2173913043478,68.1159420289855,94.2028985507246,53.6231884057971
"2705","Discodermia_proliferans",87.012987012987,58.4415584415584,57.7922077922078,61.6883116883117
"2706","Discolucina_virginea",66.6131621187801,70.1444622792937,82.1829855537721,60.3531300160514
"2707","Discoplax_hirtipes",71.2264150943396,73.7735849056604,84.811320754717,67.7358490566038
"2708","Discordipinna_griessingeri",71.5762273901809,71.8346253229974,83.7209302325581,66.838931955211
"2709","Discoteuthis_discus",71.3098729227762,72.9716520039101,80.4985337243402,69.6480938416422
"2710","Discoteuthis_laciniosa",81.8414322250639,88.2352941176471,74.4245524296675,90.0255754475703
"2711","Discotrema_crinophilum",70.4592901878914,69.7286012526096,82.2546972860125,63.7787056367432
"2712","Discradisca_sparselineata",66.6666666666667,83.3333333333333,100,80.3030303030303
"2713","Disporella_pristis",82.5396825396825,63.4920634920635,79.3650793650794,47.6190476190476
"2714","Distaplia_mikropnoa",73.4860883797054,70.0490998363339,89.5253682487725,61.0474631751228
"2715","Distaplia_racemosa",71.2473572938689,71.2473572938689,88.3720930232558,58.1395348837209
"2716","Distaplia_stylifera",72.1590909090909,71.780303030303,83.0492424242424,64.9621212121212
"2717","Disteira_major",66.1211129296236,62.847790507365,80.8510638297872,53.518821603928
"2718","Distichopora_coccinea",68.1742043551089,67.6716917922948,85.427135678392,57.4539363484087
"2719","Distichopora_violacea",70.2814569536424,71.0264900662252,81.5397350993377,66.2251655629139
"2720","Distorsio_anus",71.4909544603868,73.1129132875858,83.4061135371179,69.4323144104803
"2721","Distorsio_constricta",70.99533437014,72.1617418351477,83.592534992224,66.796267496112
"2722","Distorsio_decipiens",71.1741424802111,70.4485488126649,82.7176781002639,65.3034300791557
"2723","Distorsio_graceiellae",70.0080192461909,70.3287890938252,83.1595829991981,65.196471531676
"2724","Distorsio_kurzi",71.4285714285714,71.4285714285714,83.0922242314647,66.3652802893309
"2725","Distorsio_perdistorta",71.240755957272,72.6376335250616,85.5382087099425,66.8036154478225
"2726","Distorsio_reticularis",67.6156583629893,65.8362989323843,79.9525504151839,60.3795966785291
"2727","Distorsio_reticulata",68.0216802168022,66.260162601626,80.4878048780488,58.5365853658537
"2728","Disyringa_nodosa",71.7687074829932,69.5578231292517,88.4353741496599,60.2040816326531
"2729","Ditrupa_arietina",96.1538461538462,76.9230769230769,100,53.8461538461538
"2730","Ditrupa_gracillima",70.2662721893491,68.491124260355,85.5029585798817,59.1715976331361
"2731","Doederleinia_berycoides",70.0262927256792,71.6914986853637,86.9412795793164,65.6441717791411
"2732","Dofleinia_armata",70.10550996483,67.7608440797186,81.5943728018757,60.609613130129
"2733","Dolabella_auricularia",73.1080088170463,73.7692872887583,84.0558412931668,69.8750918442322
"2734","Dolabrifera_dolabrifera",72.1554116558742,71.9703977798335,82.886216466235,65.2173913043478
"2735","Dolicholagus_longirostris",50.546989125142,58.2308066872261,67.1676675864308,58.9190066547638
"2736","Dolicholatirus_lancea",71.3444553483808,72.1295387634936,83.51324828263,65.6526005888126
"2737","Dolichupis_producta",70.4339963833635,70.9764918625678,84.9909584086799,65.6419529837251
"2738","Dolioletta_gegenbaueri",55.952380952381,70.6349206349206,86.4087301587302,64.0873015873016
"2739","Doliolum_denticulatum",63.8525305410122,67.7901396160558,72.6221640488656,70.0589005235602
"2740","Dolomena_dilatata",69.9530516431925,68.5446009389671,84.6635367762128,58.528951486698
"2741","Dolomena_pulchella",71.4928057553957,71.2230215827338,82.8237410071942,66.1870503597122
"2742","Dolomena_variabilis",71.1749788672866,72.189349112426,83.2628909551986,67.70921386306
"2743","Domecia_hispida",74.0229885057471,74.6360153256705,84.6743295019157,69.5785440613027
"2744","Domiporta_granatina",68.1379310344828,66.4827586206897,81.7931034482759,58.0689655172414
"2745","Donax_cuneatus",69.375,67,80.75,59.375
"2746","Donax_deltoides",87.8378378378378,82.4324324324324,93.2432432432432,64.8648648648649
"2747","Donax_faba",68.6777920410783,66.6238767650835,81.0012836970475,58.9216944801027
"2748","Donax_incarnatus",68.503937007874,66.7979002624672,80.9711286089239,59.0551181102362
"2749","Donax_scortum",68.2242990654206,66.3551401869159,81.1748998664886,59.1455273698264
"2750","Doriopsis_flabellifera",94.1176470588235,79.4117647058823,76.4705882352941,58.8235294117647
"2751","Doriprismatica_atromarginata",70.8507670850767,71.6178521617852,83.3333333333333,68.7587168758717
"2752","Dorometra_nana",71.5308863025962,71.2623097582811,83.1692032229185,65.6222023276634
"2753","Dorometra_parvicirra",70.9511568123393,69.1516709511568,85.0899742930591,61.3110539845758
"2754","Doryrhamphus_excisus.excisus",74.1531664212077,74.2268041237113,84.3888070692194,69.8821796759941
"2755","Doryrhamphus_janssi",67.9624664879357,66.3538873994638,80.9651474530831,59.2493297587131
"2756","Doryrhamphus_negrosensis",69.7788697788698,70.5159705159705,83.7837837837838,61.7936117936118
"2757","Dosinia_japonica",85.7142857142857,75,85.7142857142857,85.7142857142857
"2758","Dosinia_tumida",64.8773006134969,63.3435582822086,76.5337423312884,56.7484662576687
"2759","Draconetta_xenica",69.3877551020408,71.7006802721088,82.9251700680272,67.6190476190476
"2760","Dragmacidon_debitusae",76.5432098765432,56.7901234567901,74.0740740740741,50.6172839506173
"2761","Drepane_longimana",67.2514619883041,62.719298245614,78.3625730994152,55.5555555555556
"2762","Drepane_punctata",67.6151761517615,63.4146341463415,79.5392953929539,56.9105691056911
"2763","Drillia_poecila",87.6640419947506,80.8398950131234,85.8267716535433,78.4776902887139
"2764","Drilonereis_filum",83.5631549917264,76.4478764478765,78.2129067843354,72.4765581908439
"2765","Drilonereis_longa",86.2385321100918,92.6605504587156,94.954128440367,89.4495412844037
"2766","Drombus_triangularis",67.4107142857143,65.3273809523809,80.8035714285714,56.547619047619
"2767","Dromia_wilsoni",82.3920265780731,92.6910299003322,86.7109634551495,89.7009966777409
"2768","Dromidiopsis_lethrinusae",72,71.3636363636364,83.0909090909091,65.7272727272727
"2769","Drupa_clathrata",74.526678141136,75.9036144578313,87.263339070568,69.3631669535284
"2770","Drupa_grossularia",74.4435917114351,74.6738296239447,84.8042977743668,69.1481197237145
"2771","Drupa_morum",74.5762711864407,74.7303543913713,84.8998459167951,69.3374422187981
"2772","Drupa_ricinus",74.5762711864407,74.8073959938367,84.8228043143297,69.2604006163328
"2773","Drupa_rubusidaeus",74.4961240310078,74.8062015503876,84.8062015503876,69.2248062015504
"2774","Drupella_cariosa",69.8002350176263,67.6850763807286,81.3160987074031,60.5170387779083
"2775","Drupella_cornus",73.2465654374548,74.1142443962401,83.9479392624729,69.9204627621114
"2776","Drupella_fragum",69.7602474864656,69.9922660479505,81.9025522041763,65.738592420727
"2777","Drupella_ochrostoma",56.6775244299674,72.6384364820847,88.2736156351791,67.1009771986971
"2778","Drupella_rugosa",70.8291708291708,69.9300699300699,81.8181818181818,64.1358641358641
"2779","Dulichiella_pacifica",71.1,70.3,82.2,64.1
"2780","Dunckerocampus_chapmani",88.8888888888889,78.8888888888889,89.4444444444444,74.4444444444444
"2781","Dunckerocampus_dactyliophorus",73.036253776435,73.7160120845921,84.2900302114804,69.7129909365559
"2782","Dunckerocampus_naia",68.2993197278912,66.2585034013605,82.0408163265306,59.3197278911565
"2783","Dunckerocampus_pessuliferus",75,74.0157480314961,90.748031496063,65.5511811023622
"2784","Duplicaria_baileyi",74.3835616438356,73.1506849315068,87.5342465753425,64.2465753424657
"2785","Duplicaria_duplicata",68.2558139534884,66.2790697674419,80.8139534883721,60.2325581395349
"2786","Duplicaria_raphanula",69.8252069917203,71.7571297148114,83.3486660533579,66.6973321067157
"2787","Duplicaria_teramachii",84.2,78.4,87.6,75.6
"2788","Dussumieria_elopsoides",67.4202127659574,63.8297872340426,79.3882978723404,57.4468085106383
"2789","Dynamena_crisioides",72.9641693811075,73.5342019543974,84.4462540716612,68.5667752442997
"2790","Dynamena_disticha",73.0878186968839,74.2917847025496,83.6402266288952,70.2549575070822
"2791","Dynamena_heterodonta",78.0203784570597,80.3493449781659,90.1018922852984,75.8369723435226
"2792","Dynamena_quadridentata",69.009009009009,67.6576576576577,83.8738738738739,62.3423423423423
"2793","Dynomene_hispida",76.8854748603352,75.8379888268156,85.3351955307263,69.5530726256983
