"","feature","EM_Percentile_tos_585","MM-NorESM2-MM_Percentile_tos_585","MM-IPSL-CM6A-LR_Percentile_tos_585","MM-GFDL-ESM4_Percentile_tos_585","MM-CMCC-ESM2_Percentile_tos_585","MM-CanESM5_Percentile_tos_585"
"197","Actinopyga_varians",70.1058201058201,76.3668430335097,82.1869488536155,72.0458553791887,71.0758377425044,70.1058201058201
"198","Actinotrichia_fragilis",65.5172413793103,70.4174228675136,74.4101633393829,65.0635208711434,64.8820326678766,65.5172413793103
"199","Actumnus_setifer",58.764367816092,65.8045977011494,71.9827586206897,56.1781609195402,60.0574712643678,58.764367816092
"200","Aega_alazon",57.7981651376147,72.782874617737,71.8654434250764,74.0061162079511,55.3516819571865,57.7981651376147
"201","Aega_excisa",63.718820861678,75.0566893424036,73.6961451247166,60.0907029478458,66.4399092970522,63.718820861678
"202","Aega_vigilans",66.6666666666667,78.6231884057971,74.6376811594203,71.0144927536232,69.2028985507246,66.6666666666667
"203","Aegaeon_lacazei",68.2382133995037,71.5136476426799,76.9230769230769,66.2531017369727,65.4590570719603,68.2382133995037
"204","Aegaeon_rathbuni",66.7798254122211,70.8535402521823,75.5577109602328,65.1309408341416,64.7429679922405,66.7798254122211
"205","Aegina_citrea",69.2959392345895,70.2600058428279,76.8039731229915,66.2576687116564,65.1475314052001,69.2959392345895
"206","Aeginura_grimaldii",68.7987987987988,70.1801801801802,76.5165165165165,66.3663663663664,64.8648648648649,68.7987987987988
"207","Aegires_exeches",68.3055975794251,72.768532526475,76.4750378214826,67.3978819969743,67.9273827534039,68.3055975794251
"208","Aegisthus_mucronatus",54.701961348487,50.7648779552103,57.9245192538244,55.8864431976214,50.5490816669064,54.701961348487
"209","Aenigmathura_calliandra",58.9473684210526,91.5789473684211,86.3157894736842,90.5263157894737,58.9473684210526,58.9473684210526
"210","Aequorea_globosa",73.3333333333333,66.6666666666667,86.6666666666667,64.7619047619048,80,73.3333333333333
"211","Aesopia_cornuta",60.8058608058608,65.9340659340659,68.3760683760684,56.6544566544567,60.1953601953602,60.8058608058608
"212","Aesopus_clausiliformis",64.7959183673469,72.2448979591837,76.9387755102041,65.5102040816327,64.5918367346939,64.7959183673469
"213","Aethaloperca_rogaa",62.1650589496249,68.3815648445873,70.9539121114684,60.7717041800643,62.1650589496249,62.1650589496249
"214","Aethra_edentata",67.879746835443,72.8639240506329,79.9050632911392,67.4050632911392,68.1962025316456,67.879746835443
"215","Aethra_scruposa",68.3447749809306,72.8451563691838,78.4897025171625,68.1159420289855,68.5736079328757,68.3447749809306
"216","Aetideus_giesbrechti",100,100,100,100,100,100
