"","feature","EM-Percentile-tos-585","EM-Percentile-tos-245","EM-Percentile-tos-126"
"5072","Mitra_chrysalis",64.78578892372,60.1880877742947,65.4127481713689
"5073","Mitra_chrysostoma",65.1593011305242,60.6372045220966,65.1593011305242
"5074","Mitra_coarctata",63.5204081632653,59.5663265306122,63.3928571428571
"5075","Mitra_contracta",66.9572798605057,63.2955536181343,66.6085440278989
"5076","Mitra_coronata",68.5998342999171,65.9486329743165,68.3512841756421
"5077","Mitra_cucumerina",64.9812734082397,61.1423220973783,65.1685393258427
"5078","Mitra_decurtata",63.7877211238293,59.729448491155,64.8283038501561
"5079","Mitra_eremitarum",64.2648490749757,59.8831548198637,65.5306718597858
"5080","Mitra_ferruginea",69.2490118577075,65.7707509881423,69.0118577075099
"5081","Mitra_fraga",64.5956607495069,59.4674556213018,65.5818540433925
"5082","Mitra_fulvescens",67.7764565992866,64.3281807372176,66.3495838287753
"5083","Mitra_imperialis",65.2963671128107,60.6118546845124,65.0095602294455
"5084","Mitra_incompta",82.8715365239295,83.6272040302267,77.5818639798489
"5085","Mitra_litterata",69.0809968847352,66.2772585669782,68.7694704049844
"5086","Mitra_luctuosa",66.4596273291926,61.756876663709,65.8385093167702
"5087","Mitra_lugubris",64.89252814739,61.4124872057318,64.89252814739
"5088","Mitra_mitra",69.9561403508772,66.9590643274854,69.2982456140351
"5089","Mitra_papalis",64.781746031746,60.0198412698413,64.8809523809524
"5090","Mitra_pelliserpentis",65.2804642166344,60.7350096711799,64.8936170212766
"5091","Mitra_pudica",80.2768166089965,76.1245674740484,71.9723183391004
"5092","Mitra_puncticulata",58.3218707015131,54.6079779917469,61.2104539202201
"5093","Mitra_pyramis",64.5714285714286,58.2857142857143,65.047619047619
"5094","Mitra_retusa",64.5067698259188,60.4448742746615,64.6034816247582
"5095","Mitra_rosacea",54.6296296296296,52.4691358024691,58.641975308642
"5096","Mitra_scutulata",63.2065775950668,59.1983556012333,64.1315519013361
"5097","Mitra_stictica",69.5169712793734,65.9268929503916,68.9295039164491
